"","Año","Clave cuenca","Clave Región","Región hidrológica","Descripcion","RHA","Clave RHA","Nombre de cuenca","ExtraccionSuperficial","Area","DisponibilidadMediaAnua","EscurrimientoNatural"
"1832",2009,3082,19,"Grijalva-Usumacinta","Desde su origen en territorio mexicano hasta la estación hidrométrica Candelaria.","Península de Yucatán","XII","Alto Río Candelaria","6.19","8070","1607.41","1354.16"
"1833",2009,3083,19,"Grijalva-Usumacinta","Desde la estación hidrométrica Candelaria hasta su desembocadura a la Laguna de Términos.","Península de Yucatán","XII","Bajo Río Candelaria","1.43","1866","2002.8","395.67"
"1834",2009,309,7,"B.C. Suroeste","Desde el nacimiento del arroyo Grande hasta su desembocadura al Océano Pacífico.","Península de Baja California","I","La Matanza","0.121","445.2","13.656","15.309"
"1835",2009,310,7,"B.C. Suroeste","Desde el nacimiento del arroyo Cañada Honda hasta su desembocadura al Océano Pacífico.","Península de Baja California","I","Cañada Honda","0","35.5","0.427","0.475"
"1836",2009,3101,37,"Yucatán Oeste","Desde su nacimiento hasta la estación hidrométrica Canasayab.","Península de Yucatán","XII","Río Champotón 1","0.049","259","483.913","483.98"
"1837",2009,3102,37,"Yucatán Oeste","Desde la estación hidrométrica Canasayab hasta su desembocadura al Golfo de México.","Península de Yucatán","XII","Río Champotón 2","0.022","391","590.558","106.65"
"1838",2009,311,7,"B.C. Suroeste","Desde el nacimiento del arroyo El Salado hasta su desembocadura al Océano Pacífico.","Península de Baja California","I","Todos Santos","3.03","164.7","0","3.069"
"1839",2009,312,7,"B.C. Suroeste","Desde el nacimiento del arroyo Las Piedritas hasta su desembocadura al Océano Pacífico.","Península de Baja California","I","Pescaderos","0.388","377.4","8.834","10.247"
"1840",2009,313,7,"B.C. Suroeste","Desde el nacimiento del arroyo San Jacinto hasta su desembocadura al Océano Pacífico.","Península de Baja California","I","Plutarco E. Calles","0.137","486.5","11.419","12.84"
"1841",2009,314,7,"B.C. Suroeste","Desde el nacimiento del arroyo Migriño hasta su desembocadura al Océano Pacífico.","Península de Baja California","I","Migriño","0.029","302.3","9.544","10.637"
"1842",2009,315,7,"B.C. Suroeste","Desde el nacimiento del arroyo El Carrizal hasta su desembocadura al Océano Pacífico.","Península de Baja California","I","El Carrizal","0.143","437.5","2.389","2.814"
"1843",2009,3301,35,"Yucatán Este","Desde su nacimiento hasta su desembocadura al Río Hondo.","Península de Yucatán","XII","Río Escondido","0.02","4582","591.9","592.1"
"1844",2009,3401,17,"Cuencas Cerradas del Norte","Desde el nacimiento del Río San Miguel  hasta la estación hidrométrica Casas Grandes.","Río Bravo","VI","Río Casas Grandes 1","9.36","5305.7","67.69","81.04"
"1845",2009,3402,17,"Cuencas Cerradas del Norte","Desde la estación hidrométrica Casas Grandes, hasta la descarga del Río Casas Grandes a la Laguna de Guzmán.","Río Bravo","VI","Río Casas Grandes 2","15.28","13587.2","259.34","202.94"
"1846",2009,3403,17,"Cuencas Cerradas del Norte","Desde el nacimiento de varias corrientes, hasta su descarga en la Laguna Palomas.","Río Bravo","VI","Hacienda San Francisco-Juguete-Madero-Palomas","0.01","5200.6","63.05","63.06"
"1847",2009,3404,17,"Cuencas Cerradas del Norte","Desde el nacimiento del Arroyo Las Varas y otras pequeñas corrientes, hasta su descarga en la Laguna de Babicora.","Río Bravo","VI","Laguna de Babicora","0.3","1862.6","50.79","51.09"
"1848",2009,3405,17,"Cuencas Cerradas del Norte","Desde el nacimiento del Río Santa María hasta donde se localiza la presa El Tintero.","Río Bravo","VI","Río Santa María 1","16.45","3871.5","28.68","91.04"
"1849",2009,3406,17,"Cuencas Cerradas del Norte","Desde la presa El Tintero hasta la  descarga del Río Santa María a la Laguna del mismo nombre.","Río Bravo","VI","Río Santa María 2","81.86","5484.5","64.33","81"
"1850",2009,3407,17,"Cuencas Cerradas del Norte","Desde el nacimiento de pequeñas corrientes hasta su descarga en la Laguna El Sabinal.","Río Bravo","VI","Laguna El Sabinal","16.88","1993.1","12.67","29.55"
"1851",2009,3408,17,"Cuencas Cerradas del Norte","Desde el nacimiento del Arroyo El Queso  y otras pequeñas corrientes que se infiltran dentro de la misma cuenca hidrológica.","Río Bravo","VI","Desierto de Samalayuca","0","7894.5","121.54","121.55"
"1852",2009,3409,17,"Cuencas Cerradas del Norte","Desde el nacimiento de pequeñas corrientes hasta su descarga en la Laguna La Vieja.","Río Bravo","VI","Laguna La Vieja","3.82","1726.5","33.99","37.8"
"1853",2009,3410,17,"Cuencas Cerradas del Norte","Desde el nacimiento del Río Santa Clara hasta la presa Las Lajas.","Río Bravo","VI","Río del Carmen 1","1.06","4525.7","88.93","123.53"
"1854",2009,3411,17,"Cuencas Cerradas del Norte","Desde la presa Las Lajas  hasta la descarga del Río del Carmen a la Laguna de Patos.","Río Bravo","VI","Río del Carmen 2","57.14","8794.3","191.4","133.12"
"1855",2009,3412,17,"Cuencas Cerradas del Norte","Desde el nacimiento de pequeñas corrientes que se infiltran dentro de la misma cuenca hidrológica.","Río Bravo","VI","Rancho El Cuarenta","0","987.5","12.4","12.4"
"1856",2009,3413,17,"Cuencas Cerradas del Norte","Desde el nacimiento de pequeñas corrientes que descargan a la Laguna de Patos.","Río Bravo","VI","Arroyo Roma","0","1778.6","22.24","22.24"
"1857",2009,3414,17,"Cuencas Cerradas del Norte","Desde el nacimiento de pequeñas corrientes que se infiltran dentro de la misma cuenca hidrológica.","Río Bravo","VI","Félix U. Gómez","0","2889.3","53.27","53.27"
"1858",2009,3415,17,"Cuencas Cerradas del Norte","Desde el nacimiento del Arroyo El Carrizo y otras corrientes que descargan en la Laguna El Cuervo.","Río Bravo","VI","Arroyo El Carrizo","0.28","3716","76.98","77.27"
"1859",2009,3416,17,"Cuencas Cerradas del Norte","Desde el nacimiento del Arroyo El Burro y otras pequeñas corrientes que se infiltran dentro de la misma cuenca hidrológica.","Río Bravo","VI","Arroyo El Burro","0.3","4190.8","91.78","92.08"
"1860",2009,3417,17,"Cuencas Cerradas del Norte","Desde el nacimiento de pequeñas corrientes que descargan a la Laguna de Tarabillas.","Río Bravo","VI","Laguna de Tarabillas","0","1838.7","28.95","28.95"
"1861",2009,3418,17,"Cuencas Cerradas del Norte","Desde el nacimiento de diversas corrientes que se infiltran dentro de la misma cuenca hidrológica.","Río Bravo","VI","Laguna El Cuervo","0.13","6538.8","161.78","161.91"
"1862",2009,3419,17,"Cuencas Cerradas del Norte","Desde el nacimiento de los arroyos El Alamo y Santa Clara hasta su descarga en la Laguna de Encinillas.","Río Bravo","VI","Laguna de Encinillas","5.79","2930.7","57.49","63.28"
"1863",2009,3420,17,"Cuencas Cerradas del Norte","Desde el nacimiento de pequeñas corrientes que descargan a la Laguna del Diablo.","Río Bravo","VI","Rancho Hormigas-El Diablo","0","195.5","5.83","5.83"
"1864",2009,3421,17,"Cuencas Cerradas del Norte","Desde el nacimiento de los arroyos Santa Elena, Ojo Caliente y otras  pequeñas corrientes que descargan a la Laguna de Bustillos.","Río Bravo","VI","Laguna de Bustillos","6.71","3190.9","118.01","124.72"
"1865",2009,3422,17,"Cuencas Cerradas del Norte","Desde el nacimiento del Arroyo Los Alamos y otras corrientes  que descargan a la Laguna Los Mexicanos.","Río Bravo","VI","Laguna Los Mexicanos","1.86","813.9","41.85","43.71"
"1866",2009,3501,21,"Mapimí","Valle Hundido","Cuencas Centrales del Norte","VII","Valle Hundido","0.001","7736.4","5.7","19"
"1867",2009,3502,21,"Mapimí","Laguna del Rey","Cuencas Centrales del Norte","VII","Laguna del Rey","0.061","15784.8","60.29","201.03"
"1868",2009,3503,21,"Mapimí","Laguna del Guaje - Lipanés","Cuencas Centrales del Norte","VII","Laguna del Guaje-Lipanés","0.036","7278.6","39.12","130.44"
"1869",2009,3504,21,"Mapimí","Polvorillos - Arroyo El Marquez","Cuencas Centrales del Norte","VII","Polvorillos- Arroyo El Marquez","0.485","12325.7","68.58","229.1"
"1870",2009,3505,21,"Mapimí","El Llano - Laguna del Milagro","Cuencas Centrales del Norte","VII","El Llano-Laguna del Milagro","0.013","10362.4","64.34","214.49"
"1871",2009,3506,21,"Mapimí","Arroyo La India - Laguna Palomas","Cuencas Centrales del Norte","VII","Arroyo La India-Laguna Palomas","27.493","11142.9","40.75","163.33"
"1872",2009,3601,22,"Nazas-Aguanaval","Desde el nacimiento del Río Sextín hasta la EH Sardinas.","Cuencas Centrales del Norte","VII","Río Sextín","5.03","4906.8","91.09","478.36"
"1873",2009,3602,22,"Nazas-Aguanaval","Desde el nacimiento del Río Santiago y Tepehuanes hasta la EH J. Salomé Acosta.","Cuencas Centrales del Norte","VII","Río Ramos","12.34","6769.9","100.59","534.03"
"1874",2009,3603,22,"Nazas-Aguanaval","Desde las EH J. Salomé Acosta y Sardinas hasta la presa Lázaro Cárdenas","Cuencas Centrales del Norte","VII","Presa Lázaro Cárdenas","5.83","6489.8","236.32","231.74"
"1875",2009,3604,22,"Nazas-Aguanaval","Desde la presa Lázaro Cárdenas hasta la EH Agustín Melgar.","Cuencas Centrales del Norte","VII","Agustín Melgar","86.08","11570","276.22","179.04"
"1876",2009,3605,22,"Nazas-Aguanaval","Desde la EH Agustín Melgar hasta la presa Francisco Zarco.","Cuencas Centrales del Norte","VII","Presa Francisco Zarco","0.64","3450.6","293.55","72.45"
"1877",2009,3606,22,"Nazas-Aguanaval","Desde la presa Francisco Zarco hasta la EH Los Angeles.","Cuencas Centrales del Norte","VII","Los Ángeles","71.22","1344.2","294.34","2.36"
"1878",2009,3607,22,"Nazas-Aguanaval","Desde la EH Los Angeles hasta la desembocadura del Río Nazas a la Laguna de Mayrán.","Cuencas Centrales del Norte","VII","Canal Santa Rosa","849.31","9201.7","303.3","6.9"
"1879",2009,3608,22,"Nazas-Aguanaval","Comprende la cuenca cerrada del Arroyo Cadena.","Cuencas Centrales del Norte","VII","Arroyo Cadena","0.6","3540.7","13.06","13.66"
"1880",2009,3609,22,"Nazas-Aguanaval","Comprende la cuenca cerrada de la Laguna de Mayrán, desde la desembocadura del Río Nazas a la laguna de referencia.","Cuencas Centrales del Norte","VII","Laguna de Mayrán","2.28","11401.9","326.96","23.82"
"1881",2009,3610,22,"Nazas-Aguanaval","Desde el nacimiento del Río Chico hasta la Presa Santa Rosa.","Cuencas Centrales del Norte","VII","Presa Santa Rosa","0","235.1","1.62","8.34"
"1882",2009,3611,22,"Nazas-Aguanaval","Desde el nacimiento del Río Lazos hasta la presa Leobardo Reynoso.","Cuencas Centrales del Norte","VII","Presa Leobardo Reynoso","0.05","1395.9","10.44","40.93"
"1883",2009,3612,22,"Nazas-Aguanaval","Desde las presas Santa Rosa y Leobardo Reynoso hasta la presa Cazadero.","Cuencas Centrales del Norte","VII","Presa Cazadero","41.38","3357.9","43.67","84.97"
"1884",2009,3613,22,"Nazas-Aguanaval","Desde la presa Cazadero hasta la EH San Francisco.","Cuencas Centrales del Norte","VII","San Francisco","28.61","5228.7","91.69","77.93"
"1885",2009,3614,22,"Nazas-Aguanaval","Desde la EH San Francisco hasta la EH Presa La Flor.","Cuencas Centrales del Norte","VII","Presa La Flor","19.46","9565.1","151.98","80.45"
"1886",2009,3615,22,"Nazas-Aguanaval","Desde la EH Presa La Flor hasta la desembocadura del Río Aguanaval a la Laguna de Viesca.","Cuencas Centrales del Norte","VII","Nazareno","35.16","3360.2","152.12","0.17"
"1887",2009,3616,22,"Nazas-Aguanaval","Comprende la cuenca cerrada de la Laguna de Viesca desde la desembocadura del Río Aguanaval a la laguna de referencia.","Cuencas Centrales del Norte","VII","Laguna de Viesca","0.33","9810.8","228.44","76.44"
"1888",2009,3701,18,"El Salado","Sierra Madre Oriental","Cuencas Centrales del Norte","VII","Sierra Madre Oriental","8.98","9753.7","66.6","230.97"
"1889",2009,3702,18,"El Salado","Matehuala","Cuencas Centrales del Norte","VII","Matehuala","0.08","11079.8","80.75","269.11"
"1890",2009,3703,18,"El Salado","Sierra Rodríguez","Cuencas Centrales del Norte","VII","Sierra de Rodríguez","0.01","7774.6","66.77","222.1"
"1891",2009,3704,18,"El Salado","Camacho-Gruñidora","Cuencas Centrales del Norte","VII","Camacho-Gruñidora","6.77","9422.8","62.62","215.46"
"1892",2009,3705,18,"El Salado","Fresnillo-Yesca","Cuencas Centrales del Norte","VII","Fresnillo - Yescas","6.7","14648.1","171.42","565.97"
"1893",2009,3706,18,"El Salado","Presa San Pablo y Otras","Cuencas Centrales del Norte","VII","Presa San Pablo y otras","5.64","12910.9","117.47","394.15"
"1894",2009,3707,18,"El Salado","Presa San José-Los Pilares y Otras","Cuencas Centrales del Norte","VII","Presa San José - Los Pilares y otras","0.32","11208.9","138.67","383.56"
"1895",2009,3708,18,"El Salado","Sierra Madre","Cuencas Centrales del Norte","VII","Sierra Madre","0","11516.6","106.66","355.53"
"1896",2009,401,3,"B.C. Noreste","Desde el nacimiento del arroyo Grande hasta su descarga en la Laguna Salada, en la porción central de la cuenca.","Península de Baja California","I","Cerrada Laguna Salada","0.041","6236.6","42.837","47.643"
"1897",2009,402,3,"B.C. Noreste","Desde el nacimiento del arroyo El Borrego hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","El Borrego","0","3070.7","8.285","9.206"
"1898",2009,403,3,"B.C. Noreste","Desde el nacimiento del arroyo Taraizo hasta su descarga en la porción central de la cuenca.","Península de Baja California","I","Cerrada Santa Clara","0.064","1466.7","10.663","11.919"
"1899",2009,404,3,"B.C. Noreste","Desde el nacimiento del arroyo San Felipe hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","Bahía San Felipe","0","698.7","3.605","4.006"
"1900",2009,405,3,"B.C. Noreste","Desde el nacimiento del arroyo Huatamote hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","Huatamote","0.023","1858.9","9.607","10.7"
"1901",2009,406,3,"B.C. Noreste","Desde el nacimiento del arroyo Matomi hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","San Fermín","0.001","1227.6","4.939","5.488"
"1902",2009,407,3,"B.C. Noreste","Desde el nacimiento del arroyo Zamora hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","Agua Dulce","0","1414.7","6.926","7.696"
"1903",2009,408,3,"B.C. Noreste","Desde el nacimiento del arroyo Agua Grande hasta su cruce hacia los Estados Unidos de Norteamérica.","Península de Baja California","I","Agua Grande","0.228","760.8","7.414","8.491"
"1904",2009,501,2,"B.C. Centro-Este","Desde el nacimiento del arroyo Las Arrastras hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","La Palma","0.001","1123.7","4.806","5.34"
"1905",2009,502,2,"B.C. Centro-Este","Desde el nacimiento del arroyo Calamajue hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","Calamajue","0.001","1047.6","4.679","5.2"
"1906",2009,503,2,"B.C. Centro-Este","Desde el nacimiento del arroyo Asamblea hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","Asamblea","0.001","1383.9","5.015","5.573"
"1907",2009,504,2,"B.C. Centro-Este","Desde el nacimiento del arroyo Tepetate hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","Tepetate","0.037","1226.9","4.01","4.497"
"1908",2009,505,2,"B.C. Centro-Este","Desde el nacimiento del arroyo San Pedro hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","San Pedro","0","1219.9","6.656","7.396"
"1909",2009,506,2,"B.C. Centro-Este","Desde el nacimiento del arroyo Alambrado hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","El Alambrado","0","920.4","3.541","3.934"
"1910",2009,507,2,"B.C. Centro-Este","Desde el nacimiento del arroyo El Infiernito hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","El Infiernito","0","1033.3","4.501","5.001"
"1911",2009,508,2,"B.C. Centro-Este","Desde el nacimiento del arroyo Mulegé hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","Mulegé","0.057","753.9","3.161","3.575"
"1912",2009,509,2,"B.C. Centro-Este","Desde el nacimiento del arroyo San José hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","San Marcos-Palo Verde","0.765","1030.1","1.816","2.867"
"1913",2009,510,2,"B.C. Centro-Este","Desde el nacimiento del arroyo El Norte hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","San Bruno","0","119","0.387","0.429"
"1914",2009,511,2,"B.C. Centro-Este","Desde el nacimiento del arroyo El Pedregoso hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","San Lucas","0","170.4","0.291","0.323"
"1915",2009,512,2,"B.C. Centro-Este","Desde el nacimiento del arroyo Santa Agueda hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","Santa Agueda","0.636","438.6","0.235","0.968"
"1916",2009,513,2,"B.C. Centro-Este","Desde el nacimiento del arroyo San Javier hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","Santa Rosalía","0","152.7","0.446","0.496"
"1917",2009,514,2,"B.C. Centro-Este","Desde el nacimiento del arroyo San Carlos hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","Las Vírgenes","0.029","1471.9","3.804","4.259"
"1918",2009,515,2,"B.C. Centro-Este","Desde el nacimiento del arroyo San Gregorio hasta su desembocadura al Mar de Cortés.","Península de Baja California","I","Paralelo 28","0.008","886.5","3.228","3.596"
"1919",2009,601,4,"B.C. Sureste","Desde el nacimiento del arroyo Salto de Villa hasta su desembocadura en el Océano Pacífico.","Península de Baja California","I","San Lucas","0.039","275.1","5.622","6.29"
"1920",2009,602,4,"B.C. Sureste","Desde el nacimiento del arroyo San José hasta su desembocadura en el Océano Pacífico.","Península de Baja California","I","San José del Cabo","3.686","1649.5","66.93","78.463"
"1921",2009,603,4,"B.C. Sureste","Desde el nacimiento del arroyo Las Ardillas hasta su desembocadura en el Océano Pacífico.","Península de Baja California","I","Cabo Pulmo","0.024","573.5","11.311","12.594"
"1922",2009,604,4,"B.C. Sureste","Desde el nacimiento del arroyo San Jorge hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","Santiago","1.712","1039.8","26.936","31.831"
"1923",2009,605,4,"B.C. Sureste","Desde el nacimiento del arroyo San Bartolo hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","San Bartolo","0.623","677.7","15.211","17.594"
"1924",2009,606,4,"B.C. Sureste","Desde el nacimiento del arroyo Los Encinos hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","Los Planes","0.153","1083.4","19.587","21.933"
"1925",2009,607,4,"B.C. Sureste","Desde el nacimiento del arroyo El Novillo hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","La Paz","6.6","1488.4","20.826","30.474"
"1926",2009,608,4,"B.C. Sureste","Desde el nacimiento del arroyo Casas Viejas hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","El Coyote","0","280.5","2.717","3.019"
"1927",2009,609,4,"B.C. Sureste","Desde el nacimiento del arroyo El Camarón hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","Alfredo B. Bonfil","0.037","1238.9","4.242","4.754"
"1928",2009,610,4,"B.C. Sureste","Desde el nacimiento del arroyo San Carlos hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","Tepentú","0.003","551.1","1.651","1.838"
"1929",2009,611,4,"B.C. Sureste","Desde el nacimiento del arroyo Las Parras hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","Loreto","0.08","580.7","3.733","4.236"
"1930",2009,612,4,"B.C. Sureste","Desde el nacimiento del arroyo La Huertita hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","San Juan B. Londó","0.004","685.1","0.78","0.87"
"1931",2009,613,4,"B.C. Sureste","Desde el nacimiento del arroyo Rosarito hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","Rosarito","0.004","547","2.565","2.855"
"1932",2009,614,4,"B.C. Sureste","Desde el nacimiento del arroyo Cadege hasta su desembocadura en el Mar de Cortés.","Península de Baja California","I","Bahía Concepción","0.02","1146.6","1.556","1.752"
"1933",2009,701,28,"Río Colorado","Desde los límites internacionales de México y Estados Unidos hasta su desembocadura al Mar de Cortés.","Península de Baja California","I","Río Colorado","1805.54","6193.3","56.51","13.13"
"1934",2009,801,32,"Sonora Norte","Desde su nacimiento hasta la EH Sonoyta II","Noroeste","II","Río Sonoyta 1","0.02","3185.6","0","12.69"
"1935",2009,802,32,"Sonora Norte","Desde la EH Sonoyta II hasta su desembocadura al Mar de Cortés","Noroeste","II","Río Sonoyta 2","0.55","2743.4","0","2.92"
"1936",2009,803,32,"Sonora Norte","Desde su origen hasta la EH Imuris","Noroeste","II","Arroyo Cocóspera","3.21","2825.9","0","47.45"
"1937",2009,804,32,"Sonora Norte","Desde la EH Imuris hasta la EH Pitiquito","Noroeste","II","Río Magdalena","21.41","13461.5","0","46.3"
"1938",2009,805,32,"Sonora Norte","Desde la EH Pitiquito hasta su desembocadura en el Mar de Cortés","Noroeste","II","Río Concepción","27.68","14566","0","29.63"
"1939",2009,901,33,"Sonora Sur","Desde su nacimiento hasta la EH El Orégano II","Noroeste","II","Río Sonora 1","51.97","11491","0","139.71"
"1940",2009,902,33,"Sonora Sur","Desde su nacimiento hasta la EH EL Cajón","Noroeste","II","Río San Miguel","4.09","3798.8","0","38.3"
"1941",2009,903,33,"Sonora Sur","Desde las EH El Orégano II y El Cajón Hasta la presa Abelardo Rodríguez Luján","Noroeste","II","Río Sonora 2","7.84","5907.3","0","77.58"
"1942",2009,904,33,"Sonora Sur","Desde la presa Abelardo Rodríguez Luján hasta su desembocadura en el Mar de Cortés","Noroeste","II","Río Sonora 3","160.01","17576.8","0","183.58"
"1943",2009,905,33,"Sonora Sur","Desde su nacimiento hasta la presa Ignacio R Alatorre (Punta de Agua)","Noroeste","II","Río Mátape 1","0.2","3100.4","22.16","38.71"
"1944",2009,906,33,"Sonora Sur","Desde la presa Ignacio R Alatorre (Punta de Agua) hasta su desembocadura en el Mar de Cortés","Noroeste","II","Río Mátape 2","14.84","5930","56.53","50.99"
"1945",2009,907,33,"Sonora Sur","Desde su nacimiento hasta la presa Lázaro Cárdenas (La Angostura)","Noroeste","II","Río Bavispe","22.28","14441.3","0.7","525.65"
"1946",2009,908,33,"Sonora Sur","Desde la presa Lázaro Cárdenas (La Angostura) hasta la presa Plutarco E Calles (El Novillo)","Noroeste","II","Río Yaqui 1","2741.4","40926.2","8.4","2192.46"
"1947",2009,909,33,"Sonora Sur","Desde la presa Plutarco E Calles (El Novillo) hasta la presa Alvaro Obregón (El Oviachic)","Noroeste","II","Río Yaqui 2","1103.25","11894","13.66","394.99"
"1948",2009,910,33,"Sonora Sur","Desde la presa Alvaro Obregón (El Oviachic) hasta su desembocadura en el Mar de Cortés","Noroeste","II","Río Yaqui 3","2655.44","6267.7","14.02","49.6"
"1949",2009,911,33,"Sonora Sur","Desde su nacimiento hasta la EH Cocoraque","Noroeste","II","Arroyo Cocoraque 1","4.7","1194","11.99","16.95"
"1950",2009,912,33,"Sonora Sur","Desde la EH Cocoraque hasta su desembocadura en el Mar de Cortés","Noroeste","II","Arroyo Cocoraque 2","0.56","1187.3","26.05","14.36"
"1951",2009,913,33,"Sonora Sur","Desde su nacimiento hasta la EH San Bernardo","Noroeste","II","Río Mayo 1","0.42","7647.4","85.45","962.73"
"1952",2009,914,33,"Sonora Sur","Desde su nacimiento hasta la EH Tezocoma","Noroeste","II","Arroyo Quiriego","0.23","1040.2","2.35","26.64"
"1953",2009,915,33,"Sonora Sur","Desde las EH San Bernardo y Tezocoma hasta la presa Adolfo Ruiz Cortines (El Mucuzari)","Noroeste","II","Río Mayo 2","583.69","2246","154.83","171.38"
"1954",2009,916,33,"Sonora Sur","Desde la presa Adolfo Ruiz Cortinez (El Mucuzari) hasta su desembocadura en el Mar de Cortés","Noroeste","II","Río Mayo 3","895.93","4536","162.07","50.83"
"1955",2010,1001,31,"Sinaloa","Desde su nacimiento hasta la presa Luis Donaldo Colosio (Huites)","Pacífico Norte","III","Río Fuerte 1","3723.45","26020","129.24","4036.18"
"1956",2010,1002,31,"Sinaloa","Desde su nacimiento hasta la EH Choix","Pacífico Norte","III","Río Choix","0.76","1403","9.41","279.18"
"1957",2010,1003,31,"Sinaloa","Desde su nacimiento hasta la EH Cazanate","Pacífico Norte","III","Arroyo Alamos","1.85","1813","3.11","93.93"
"1958",2010,1004,31,"Sinaloa","Desde la presa Luis Donaldo Colosio y las EH Choix y Cazanate hasta su desembocadura al Golfo de California","Pacífico Norte","III","Río Fuerte 2","7424.39","5326","267.92","615.15"
"1959",2010,1005,31,"Sinaloa","Desde su nacimiento hasta la presa Adolfo López Mateos","Pacífico Norte","III","Río Humaya","1887.27","10770","114.15","1975.55"
"1960",2010,1006,31,"Sinaloa","Desde su nacimiento hasta la presa Sanalona","Pacífico Norte","III","Río Tamazula","528.95","3307","55.07","770.81"
"1961",2010,1007,31,"Sinaloa","Desde las presas Adolfo López Mateos y Sanalona hasta su desembocadura al Oceáno Pacífico","Pacífico Norte","III","Río Culiacán","2623.16","2174","217.37","375.24"
"1962",2010,1008,31,"Sinaloa","Desde su nacimiento hasta la presa Gustavo Díaz Ordaz","Pacífico Norte","III","Río Sinaloa 1","1058.12","7443.4","340.83","1377.31"
"1963",2010,1009,31,"Sinaloa","Desde su nacimiento hasta la presa Guillermo Blake","Pacífico Norte","III","Arroyo Ocoroni","0.11","1429.5","38.26","158.79"
"1964",2010,101,6,"B.C. Noroeste","Desde el nacimiento del río Tijuana hasta su desembocadura al Océano Pacífico.","Península de Baja California","I","Tijuana","208.734","3218.9","7.196","77.778"
"1965",2010,1010,31,"Sinaloa","Desde su nacimiento hasta la EH Zopilote","Pacífico Norte","III","Arroyo Cabrera","0.13","633.9","21.37","80.74"
"1966",2010,1011,31,"Sinaloa","Desde las presas Gustavo Díaz Ordaz y Guillermo Blake y la EH Zopilote hasta su desembocadura al Golfo de California","Pacífico Norte","III","Río Sinaloa 2","1465.21","3395.6","528.4","482.71"
"1967",2010,1012,31,"Sinaloa","Desde su nacimiento hasta la EH Acatitán","Pacífico Norte","III","Río Habitas","0.727","1839.22","91.825","376.441"
"1968",2010,1013,31,"Sinaloa","Desde la EH Acatitán hasta su desembocadura al Océano Pacífico","Pacífico Norte","III","Río Elota","308.332","519.259","117.352","92.598"
"1969",2010,1014,31,"Sinaloa","Desde el nacimiento del Río Piaxtla hasta donde se localiza la estación hidrométrica Piaxtla.","Pacífico Norte","III","Río Piaxtla 1","2.36","4842.69","982.41","991.09"
"1970",2010,1015,31,"Sinaloa","Desde la estación hidrométrica Piaxtla, hasta su desembocadura en el Golfo de California.","Pacífico Norte","III","Río Piaxtla 2","9.01","2604.37","1403.22","423.52"
"1971",2010,1016,31,"Sinaloa","Desde el nacimiento del Río Mocorito hasta la presa Eustaquio Buelna.","Pacífico Norte","III","Río Mocorito 1","2.83","1620.3","0.27","151.11"
"1972",2010,1017,31,"Sinaloa","Desde la presa Eustaquio Buelna hasta su desembocadura en el Océano Pacífico.","Pacífico Norte","III","Río Mocorito 2","493.38","858.5","1.08","77.44"
"1973",2010,1018,31,"Sinaloa","Desde su nacimiento hasta la EH Santa Cruz","Pacífico Norte","III","Río San Lorenzo 1","4.58","8220.84","333.67","1413.92"
"1974",2010,1019,31,"Sinaloa","Desde la EH Santa Cruz hasta su desembocadura al Océano Pacífico","Pacífico Norte","III","Río San Lorenzo 2","918.08","1549.17","400.26","265.78"
"1975",2010,102,6,"B.C. Noroeste","Desde el nacimiento del arroyo El Bajío hasta su desembocadura al Océanos Pacífico.","Península de Baja California","I","Descanso-Los Médanos","0.931","660.3","11.557","13.875"
"1976",2010,1020,31,"Sinaloa","Desde el nacimiento del Río Quelite hasta la EH El Quelite","Pacífico Norte","III","Río Quelite 1","0.33","829.9","102.36","103.14"
